
2012.09.26 21:42

EURCAD, SELL, Diff: 0.00011230, iStochastic Main: 42.89185905, iStochastic Signal: 62.90953158

USDCHF, val2: 0.00000, val3: 0.00000, val4: 0.00000, val5: 0.00000, Bid: 0.94051, Ask: 0.94076, Spread: 25.00000000
USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93949, Ask: 0.93974, Spread: 25.00000000, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61637, Ask: 1.61659, Spread: 22.00000000, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28681, Ask: 1.28700, Spread: 19.00000000, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.729, Ask: 77.747, Spread: 18.00000000, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98520, Ask: 0.98545, Spread: 25.00000000, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03672, Ask: 1.03691, Spread: 19.00000000, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24102, Ask: 1.24144, Spread: 42.00000000, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.028, Ask: 100.055, Spread: 27.00000000, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51869, Ask: 1.51909, Spread: 40.00000000, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.876, Ask: 78.907, Spread: 31.00000000, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.642, Ask: 125.681, Spread: 39.00000000, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02150, Ask: 1.02192, Spread: 42.00000000, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97401, Ask: 0.97437, Spread: 36.00000000, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.582, Ask: 80.615, Spread: 33.00000000, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.717, Ask: 82.750, Spread: 33.00000000, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56102, Ask: 1.56160, Spread: 58.00000000, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26791, Ask: 1.26827, Spread: 36.00000000, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.053, Ask: 64.088, Spread: 35.00000000, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82411, Ask: 0.82444, Spread: 33.00000000, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59262, Ask: 1.59310, Spread: 48.00000000, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96054, Ask: 1.96170, Spread: 116.00000000, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55889, Ask: 1.55936, Spread: 47.00000000, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77416, Ask: 0.77473, Spread: 57.00000000, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81194, Ask: 0.81256, Spread: 62.00000000, Current Buy

2012.09.26 23:41

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93936, Ask: 0.93953, Spread: 17.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61640, Ask: 1.61664, Spread: 24.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28677, Ask: 1.28697, Spread: 20.00000000, Diff: 0.00009746, iStochastic Main: 42.78231, iStochastic Signal: 37.11110, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.725, Ask: 77.745, Spread: 20.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98516, Ask: 0.98542, Spread: 26.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03672, Ask: 1.03693, Spread: 21.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24099, Ask: 1.24131, Spread: 32.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.023, Ask: 100.049, Spread: 26.00000000, Diff: 0.01025544, iStochastic Main: 51.981, iStochastic Signal: 48.023, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51845, Ask: 1.51889, Spread: 44.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.878, Ask: 78.907, Spread: 29.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.641, Ask: 125.680, Spread: 39.00000000, Diff: 0.03073482, iStochastic Main: 40.236, iStochastic Signal: 41.639, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02141, Ask: 1.02182, Spread: 41.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97385, Ask: 0.97424, Spread: 39.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.580, Ask: 80.613, Spread: 33.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.731, Ask: 82.765, Spread: 34.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56115, Ask: 1.56173, Spread: 58.00000000, Diff: 0.00140356, iStochastic Main: 14.04291, iStochastic Signal: 8.01602, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26780, Ask: 1.26817, Spread: 37.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.048, Ask: 64.082, Spread: 34.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82404, Ask: 0.82437, Spread: 33.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59256, Ask: 1.59304, Spread: 48.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96075, Ask: 1.96188, Spread: 113.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55887, Ask: 1.55927, Spread: 40.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77395, Ask: 0.77455, Spread: 60.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81176, Ask: 0.81242, Spread: 66.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.26 23:45

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262, Sell Order Created
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838, Sell Order Created

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93929, Ask: 0.93958, Spread: 29.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61632, Ask: 1.61662, Spread: 30.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28712, Ask: 1.28735, Spread: 23.00000000, Diff: 0.00009746, iStochastic Main: 42.78231, iStochastic Signal: 37.11110, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.723, Ask: 77.745, Spread: 22.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98510, Ask: 0.98538, Spread: 28.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03674, Ask: 1.03693, Spread: 19.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24132, Ask: 1.24173, Spread: 41.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.052, Ask: 100.083, Spread: 31.00000000, Diff: 0.01025544, iStochastic Main: 51.981, iStochastic Signal: 48.023, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51829, Ask: 1.51883, Spread: 54.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.875, Ask: 78.910, Spread: 35.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.627, Ask: 125.671, Spread: 44.00000000, Diff: 0.03073482, iStochastic Main: 40.236, iStochastic Signal: 41.639, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02147, Ask: 1.02192, Spread: 45.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97377, Ask: 0.97427, Spread: 50.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.577, Ask: 80.616, Spread: 39.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.726, Ask: 82.760, Spread: 34.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56132, Ask: 1.56213, Spread: 81.00000000, Diff: 0.00140356, iStochastic Main: 14.04291, iStochastic Signal: 8.01602, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26813, Ask: 1.26849, Spread: 36.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.050, Ask: 64.092, Spread: 42.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82408, Ask: 0.82449, Spread: 41.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59249, Ask: 1.59297, Spread: 48.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96048, Ask: 1.96164, Spread: 116.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55876, Ask: 1.55921, Spread: 45.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77403, Ask: 0.77460, Spread: 57.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81183, Ask: 0.81245, Spread: 62.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.26 23:45

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93930, Ask: 0.93959, Spread: 29.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61637, Ask: 1.61666, Spread: 29.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28708, Ask: 1.28728, Spread: 20.00000000, Diff: 0.00009746, iStochastic Main: 42.78231, iStochastic Signal: 37.11110, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.721, Ask: 77.743, Spread: 22.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98512, Ask: 0.98541, Spread: 29.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03684, Ask: 1.03708, Spread: 24.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24108, Ask: 1.24150, Spread: 42.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.041, Ask: 100.070, Spread: 29.00000000, Diff: 0.01025544, iStochastic Main: 51.981, iStochastic Signal: 48.023, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51835, Ask: 1.51889, Spread: 54.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.871, Ask: 78.906, Spread: 35.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.632, Ask: 125.671, Spread: 39.00000000, Diff: 0.03073482, iStochastic Main: 40.236, iStochastic Signal: 41.639, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02154, Ask: 1.02199, Spread: 45.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97389, Ask: 0.97439, Spread: 50.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.585, Ask: 80.624, Spread: 39.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.722, Ask: 82.760, Spread: 38.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56122, Ask: 1.56204, Spread: 82.00000000, Diff: 0.00140356, iStochastic Main: 14.04291, iStochastic Signal: 8.01602, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26809, Ask: 1.26848, Spread: 39.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.050, Ask: 64.092, Spread: 42.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82411, Ask: 0.82449, Spread: 38.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59250, Ask: 1.59304, Spread: 54.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96054, Ask: 1.96170, Spread: 116.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55865, Ask: 1.55910, Spread: 45.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77403, Ask: 0.77460, Spread: 57.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81193, Ask: 0.81251, Spread: 58.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.26 23:50

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93935, Ask: 0.93961, Spread: 26.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61635, Ask: 1.61663, Spread: 28.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28696, Ask: 1.28717, Spread: 21.00000000, Diff: 0.00009746, iStochastic Main: 42.78231, iStochastic Signal: 37.11110, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.728, Ask: 77.751, Spread: 23.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98532, Ask: 0.98558, Spread: 26.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03692, Ask: 1.03715, Spread: 23.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24092, Ask: 1.24125, Spread: 33.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.038, Ask: 100.067, Spread: 29.00000000, Diff: 0.01025544, iStochastic Main: 51.981, iStochastic Signal: 48.023, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51838, Ask: 1.51893, Spread: 55.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.864, Ask: 78.897, Spread: 33.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.642, Ask: 125.680, Spread: 38.00000000, Diff: 0.03073482, iStochastic Main: 40.236, iStochastic Signal: 41.639, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02170, Ask: 1.02219, Spread: 49.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97406, Ask: 0.97456, Spread: 50.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.604, Ask: 80.640, Spread: 36.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.729, Ask: 82.761, Spread: 32.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56111, Ask: 1.56183, Spread: 72.00000000, Diff: 0.00140356, iStochastic Main: 14.04291, iStochastic Signal: 8.01602, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26814, Ask: 1.26854, Spread: 40.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.059, Ask: 64.098, Spread: 39.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82411, Ask: 0.82449, Spread: 38.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59270, Ask: 1.59321, Spread: 51.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96039, Ask: 1.96169, Spread: 130.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55848, Ask: 1.55900, Spread: 52.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77420, Ask: 0.77460, Spread: 40.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81203, Ask: 0.81263, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.26 23:55

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

